codelettres	numero	categorie	compositeurs	oeuvres	interpretes	remarques
chs	10	classique	Chostakovich, Prokofiev	Chostakovich : Sonate pour violoncelle et piano Op. 40, Moderato - Prokofiev : Sonate pour violoncelle et piano Op. 119	Lynn Harrell, Vladimir Ashkenazy	
chs	11	classique	Chostakovich, Schulhoff	Chostakovich : Quatuors à cordes - Schulhoff : Sextett, Duo pour violon et violoncelle, Jazz Etudes	Gidon Kremer et autres	Coffret - 2 CD
chs	12	classique	Chostakovich, Dimitri	Symphonie N° 11	Berliner Philharmoniker, Semyon Bychkov	
chs	13	classique	Chostakovich, Gubaidulina	Chostakovich : Quatuor à cordes Op. 144 N° 15 - Gubaidulina : Rejoice ! pour violon et violoncelle	Gidon Kremer, Daniel Phillips, Kim Kashkashian, Yo-Yo Ma	
chs	14	classique	Chostakovich, Dimitri	Symphonie N° 13 "Baby Yar"	Nicola Ghiuselev, Men of the choral society of Washington, National Symphony Orchestra, Mstislav Rostropovitch	
chs	16	classique	Chostakovich, Dimitri	Concerto N° 1 pour piano, trompette et cordes Op. 35, Symphonie de chambre pour cordes Op. 110a	I Musici de Montreal, Yuli Turovsky	
chs	17	classique	Chostakovich, Dimitri	Onze poèmes populaires - Symphonie N° 10 en mi mineur - Quintette avec piano en sol mineur - Huit préludes et fugues pour piano	Dimitri Chostakovich	
chs	18	classique	Chostakovich, Dimitri	L'oeuvre pour piano Vol. 2 : Sonates N° 1 & 2, Trois Danses fantastiques, Dix Aphorismes	Elena Varvarova	
chs	19	classique	Chostakovich, Walton	CHostakovich : Concerto pour violoncelle N° 1 - Walton : Concerto pour violoncelle	Paul Tortelier, Bournemouth Symphony Orchestra, Paavo Berglund	
chs	20	classique	Chostakovich, Dimitri	Symphonie N° 14 	Elizabeht Holleque, Nikita Storojev, I Musici de Montreal, Yuli Turovsky	
chs	21	classique	Chostakovich, Dimitri	Quatuors à cordes N° 1, 9 & 12	Borodin String Quartet	rayé
chs	22	classique	Chostakovich, Dimitri	Quatuors à cordes N° 2 & 3	Borodin String Quartet	
chs	23	classique	Chostakovich, Dimitri	Quatuors à cordes N° 4, 6 & 11	Borodin String Quartet	
chs	24	classique	Chostakovich, Dimitri	Quatuors à cordes N° 5 & 15	Borodin String Quartet	
chs	25	classique	Chostakovich, Dimitri	Quintette avec piano, Quatuors à cordes N° 7 & 8	Borodin String Quartet	
chs	26	classique	Chostakovich, Dimitri	Quatuors à cordes N° 10, 13 & 14	Borodin String Quartet	
chs	27	classique	Chostakovich, Dimitri	Symphonie N° 4	Saint Louis Symphony Orchestra, Leonard Slatkin	
chs	28	classique	Chostakovich, Dimitri	24 Preludes et Fugues Op. 87	Keith Jarrett	2 CDs
shch	1	classique	Shchedrin, Rodion	The Sealed Angel	Moscow chamber choir, USSR Russian choir, Vladimir Minin	
chs	29	classique	Chostakovich, Dimitri	Symphonies N° 3 & 5	Moscow Philharmonic Orchestra, Kirill Kondrashin	
chs	31	classique	Chostakovich, Dimitri	Symphonies N° 6 & 10	Moscow Philharmonic Orchestra, Kirill Kondrashin	
chs	32	classique	Chostakovich, Dimitri	Symphonie N° 7 "Leningrad"	New York Philharmonic, Kurt Masur	
schw	1	classique	Schuman, William	Symphonie n°10, New England Triptycg, American Festival Ouverture	Saint Louis symphony orchestra, Leonard Slatkin	
sgeo	1	classique	Saint-Georges, Chevalier de	Concertos pour violon	Jean-Jacques Kantorow, Ochestre de chambre Bernard Thomas	
scr	4	classique	Scriabine, Alexandre	Les dernières oeuvres	Mikhaïl Rudy	
scr	3	classique	Scriabine, Alexandre	Sonates pour piano	Vladimir Ashkenazy	2 CD
scr	5	classique	Scriabine, Alexandre	Les trois cahiers d'études	Nikita Magaloff	
sess	1	classique	Sessions, Roger	Symphonies n°1 à 3	Royal philharmonic orchestra, Igor Buketoff	
scr	2	classique	Scriabine, Alexandre	Les 12 études op 8, les 24 préludes op 11	Vladimir Sofronitzki	
scr	10	classique	Scriabine, Alexandre	Pièces pour piano	Vladimir Horowitz	
scr	8	classique	Scriabine, Alexandre	Symphonies n°2 et 3, Le poème de l'extase, concerto pour piano	Yuri Krivosheyev, Alexei Nasedkin, USSR symphony orchestra, Evgeny Svetlanov	2 CD
scr	9	classique	Scriabine, Alexandre	Pièces pour piano	Evgeny Zarafiants	
scr	6	classique	Scriabine, Alexandre	Rêveris, Symphonie n°3, Le poème de l'extase	Radio symphony orchester Berlin, Vladimir Ashkenazy	
sib	2	classique	Sibélius, Jean	Symphonie n°5, Pelleas et Melisande	Gothenburg symphony orchestra, Neeme Järvi	
sib	3	classique	Sibelius - Prokoviev - Glazunov	Concertos pour violon	Heifetz, divers orchestres	
sib	4	classique	Sibélius, Jean	Symphonies n°3 et 7	City of Birmingham symphony orchestra, Simon Rattle	
sib	1	classique	Sibélius, Jean	Symphonie n°4, Luonnotar, Finlandia	Elisabeth Söderström. Philharmonia orchestra, Vladimir Ashkenazy	
sib	6	classique	Sibélius, Jean	Kullervo	Karita Mattila, Jorma Hynninen, Laulun Ystävät. The Gottenburg symphony orchetra, Neeme J¨rvi	
sib	8	classique	Sibélius, Jean	Symphonie n°2, Scène avec des crânes	City of Birmingham symphony orchestra, Simon Rattle	
sib	5	classique	Sibélius, Jean	Symphonies n°5 et 7	Berliner philharmoniker, Herbert von Karajan	
sib	9	classique	Sibelius - Tchaikovski - Glazunov	Concertos pour violon	Jascha Heifetz, London philharmonic orchestra, Sir Thomas Beecham, Bart. , John Barbirolli	
sib	10	classique	Sibélius, Jean	Chants	Anne Sofie von Otter, Bengt Forsberg	
sib	11	classique	Sibélius, Jean	Scaramouche, Wedding March	Gothenburg symphony orchestra, Neeme Järvi	
sib	13	classique	Sibélius, Jean	Lieder	Jorma Hynninen, Ralf Gothoni	
sib	14	classique	Sibélius, Jean	Mieskuorolaulut	Helsinki university chorus, Matti Hyökki	
sib	15	classique	Sibélius, Jean	Concert pour violon, Six humoresques, Finlandia	Pierre Amoyal, Philharmonia orchestra, Charles Dutoit. Helsinki philharmonic orchestra, Okko Kamu	
sib	18	classique	Sibelius - Schumann	Concertos pour violon	Gidon Kremer, Philharmonia orchestra, Riccardo Mutti	
sibl	1	classique	néant	Chants des Sibylles	Montserrat Figuerras, La capella Reial, Jordi Savall	
sme	1	classique	Smetana, Bedrich	Ma patrie	Czech philharmonic orchestra, Vaclav Smetacek	
sol	1	classique	Soler, Padre Antonio	Fandango, 9 sonates	Scott Ross	
scm	60	classique	Schumann - Bach	Récital de piano	Walter Gieseking	
sme	2	classique	Smetana, Bedrich	Quatuors n°1 et 2, 8 polkas	Quatuor Talich, Radoslav Kvapil	
sor	1	classique	Sor, Fernando	Pièces pour guitare	Patrick Gaudi	
sigu	1	classique	Sigurbjörnsson, Thorkell	Portrait (divers pièces)	Divers inteprètes	
skal	1	classique	Skalkottas - Kalomiris	Symphonie "Le retour d'Ulysse" - Symphonie n°1	Orchestre symphonique de la radio danolise, Singverein der Gesellschaft der Musikfreunde in Wien, Radio symphony orchestra Vienna, Miltiades Caridis	
spo	4	classique	Spohr, Louis	Octuor, Sextuor, Quintette à cordes	L'archibudelli et smithsonia chamber players	
smo	1	classique	Smolsky, Dmitry	Ouverture, Dulcimer concerto n°1, Concerto pour violoncelle, Symphonie n°6, Concerto pour violon	Eugene Gladov, Eugene Ksaveriyev, Leo Gorelic. Belorussian state TV and radio orchestra, Boris Raisky, Valery Leonov	
spo	2	classique	Spohr, Louis	Concertos pour clarinette 1 et 4	Karl Leister. Orchestre symphonique de la radio de Stuttgart, Rafaël de Burgos	
spo	1	classique	Spohr, Louis	Concertos pour clarinette 2 et 3	Karl Leister. Orchestre symphonique de la radio de Stuttgart	
spo	3	classique	Spohr, Louis	Oeuvres pour harpe et flute	Marielle Nordmann, Andreas Adorjan	
sta	1	classique	Stamitz, Carl	4 symphonies (n°3, 4, 5 et 'La chasse')	London Mozart Players, Matthias Bamert	
sta	2	classique	Stamitz, Carl	Concertos pour clarinette	Sabine Meyer. Academy ot St Martin in the fields, Iona Brown	
ste	6	classique	Stenhammar, Wilhelm	Quatuors à corde n°3 et 4	The Gotland quartet	
ste	1	classique	Stenhammar, Wilhelm	Concerto pour piano n°1, Fragment de la symphonie n°3	Mats Widlund, Royal Stockholm philharmonic orchestra, Gennady Rozhdestvensky	
ste	3	classique	Stenhammar, Wilhelm	Excelsior, Symphonie n°2	The Gothenburg symphony orchestra, Neeme Järvi	
ste	2	classique	Stenhammar, Wilhelm	Serenade op 31	The Gothenburg symphony orchestra, Neeme Järvi	
sto	3	classique	Stockhausen, Karlheinz	Kontakte	David Tudor, Christoph Caskel, Karlheinz Stockhausen, Gottfried Michael Koenig	
ste	4	classique	Stenhammar, Wilhelm	Symphonie n°1	The Gothenburg symphony orchestra, Neeme Järvi	
ste	5	classique	Stenhammar, Wilhelm	Quatuors à cordes	Fresk Quartet, Copenhagen string quartet	
ste	7	classique	Stenhammar, Wilhelm	Chants	Anne Sofie vonn Otter, Bengt Forsberg. Hakan Hagegard, Thomas Schuback	
sto	2	classique	Stockhausen, Karlheinz	Stimmung	Singcircle, Gregory Rose	
sto	1	classique	Stockhausen, Karlheinz	Klavierstücke 1 à 11	Herbert Henck	2 CD
bee	41	opera	Beethoven, Ludwig von	Fidelio op 72	Wiener Staatsoper - Wiener Philharmoniker - Wilhelm Furtwängler	
biz	1	opera	Bizet, Georges	Carmen	London Philharmonic Orchestra - Sir Georg Solti	3 CD
cler	1	classique	Clérambault, Louis-Nicolas	Chants et motats pour la Royale Maison de Saint-Louis - Suites du premier et deuxième ton 	Jean Boyer - les demoiselles de Saint-Cyr	2 CD
ciu	1	classique	Ciurlionis, Mikolajus Konstantinas	La Mer - dans la Forêt  (poèmes symphoniques)- 5 préludes	Slovak Philharmonic Orchestra - Juozas Domarkas	
cim	2	classique	Cimarosa, Domenico	Requiem - symphonie concertante en sol pour flûte, hautbois et orchestre	Choeur du  festival de Montreux et orchestre de chambre de Lausanne - Academy of St Martin in the Fields	
cim	3	classique	Cimarosa, Domenico	trois inventions pour clavecin - concerto pour clavecin et orchestre de chambre	Elzbieta Stefanska Lukowicz	
cons	1	classique	Constantinescu, Paul	Concertos ( cordes, violoncelle, harpe)	Romanian Radioltelevision Orchestra	
cons	2	classique	Constantinescu, Paul	symphonie n°1 - concerto pour piano	Valentin Gheirghiu - Cluj-Napoca Philharmonic Orchestra - Emil Simon	
cop	1	classique	Copland, Aaron	Symphonie n°3 - Billy the Kid (suite de ballet)	London Symphony Orchestra - Aaron Copland	
cop	2	classique	Copland, Aaron	El Salon Mexico - Concerto pour clarinette et orchestre à cordes - Music for the Theatre - Connotations pour orchestre	New York Philharmonic - Leonard Bernstein	
core	1	classique	Corelli, Arcangello	sonates op 5 n° 7 à 12 - "Follia" en sol m	Frans Brüggen(flûte à bec)	
core	2	classique	Corelli, Arcangello	12 sonates pour violon	Eduard Melkus - Capella Academica Wien	2 CD
core	3	classique	Corelli, Arcangello	concerti grossi (op 6)	La petite bande - Sigiswald Kuijken	
coup	1	classique	Couperin, Louis, François ou autre ...	pièce de clavecin (Louis Couperin)	Blandine Verlet	
coup	2	classique	Couperin, Louis, François ou autre ...	Leçons de Ténèbres	Jean Belliard - Ivète Piveteau - Philippe Foulon	
coup	3	classique	Couperin, Louis, François ou autre ...	Messe pour les couvents - prière du mage - livre d'orgue (François Couperin)	Jean-Charles Ablitzer	
coup	4	classique	Couperin, Louis, François ou autre ...	pièces de viole	Jordi Savall - Ton Koopman - Ariane Maurette	
coup	5	classique	Couperin, Louis, François ou autre ...	Les Nations	Hespéron XX - Jordi Savall	2 CD
coup	6	classique	Couperin, Louis, François ou autre ...	Office des Ténèbres	Gérard Lesne - Ensemble Seminario Musicale	
coup	7	classique	Couperin, Louis, François ou autre ...	pièces de clavecin	Gustav Leonhardt	
coup	8	classique	Couperin, Louis, François ou autre ...	l'oeuvre d'orgue de Louis Couperin	Davitt Moroney	3 CD
coup	9	classique	Couperin, Louis, François ou autre ...	messe pour les couvents	André Isoir (orgue)	
coup	10	classique	Couperin, Louis, François ou autre ...	messe à  l'usage ordinaire des paroisses pour les fêtes solennelles	Ensemble Organum - Jean-Charles Ablitzer	
coup	11	classique	Couperin, Louis, François ou autre ...	concerts royaux 1 à 4	Kuijkens - BrÜggen - Kohnen	
crt	1	classique	Corrette, Michel	Concerts et concertos comiques	ensemble Stradivaria	
dal	1	classique	Dallapiccola, Luigi	Piccola musica notturna - Due studi - Divertimento ...	Ensemble Recherche	
daq	1	classique	Daquin, Louis-Claude	premier livre de pièces de clavecin	Anne Robert	
daq	2	classique	Daquin, Louis-Claude	Noëls	Denis Fremin (orgue)	
raf	1	classique	Raff, Joseph Joachim	Symphonie n°5	Orchestre de la Radio de Berlin, Matthias Bamert	
ragn	1	classique	Ragnarsson, Hjalmar H.	Gamalt vers, Messa, Ave Maria, Kvoldvisur um sumarmal	Ragnarsson	
ram	5	classique	Rameau, Jean-Philippe	Hippolyte et Aricie, Suite pour Orchestre	La Petite Bande, Sigiswald Kuijken	
ram	8	classique	Rameau, Jean-Philippe	"intégrale des oeuvres pour clavecin vol.3"	Scott Ross	
ram	1	classique	Rameau, Jean-Philippe	Pièces de clavecin en 5 concerts	Ensemble Baroque du Festival d'Aix en Provence	
ram	2	classique	Rameau, Jean-Philippe	Dardanus, Suite d'orchestre	John Eliot Gardiner - solistes anglais	
ram	6	classique	Rameau, Jean-Philippe	"intégrale des oeuvres pour clavecin vol.1"	Scott Ross	
rav	2	classique	Ravel, Maurice	"Piano works vol.2": Sonatine, Valses Nobles et Sentimentales, Le Tombeau de Couperin, Menuet Antique, etc.	Vlado Perlemuter	
rav	11	classique	Ravel - Chausson	Trios avec piano : en la mineur (Ravel) - en sol mineur op.3 (Chausson)	Beaux Arts Trio	
ram	3	classique	Rameau, Jean-Philippe	Les Grands Motets : In Convertendo, Quam Dilecta	Solistes, Choeurs et Orchestres de la Chapelle Royale - Philippe Herreweghe	
ram	9	classique	Rameau, Jean-Philippe	Pièces de clavecin en 5 Concerts (1741)	Frans Bruggen, Wieland Kuijken, Sigiswald Kuijken, Gustav Leonhardt	
ram	7	classique	Rameau, Jean-Philippe	"intégrale des oeuvres pour clavecin vol.2"	Scott Ross	
ram	10	classique	Rameau, Jean-Philippe	Les Boréades (extraits)	Monteverdi Choir, English Baroque Soloists - J.E. Gardiner	
rav	8	classique	Ravel, Maurice	Pavane pour une infante défunte, Valses Nobles et Sentimentales, Prélude, Jeux d'Eau, Miroirs, A la manière de..., Gaspard de la Nuit, Sonatine, le Tombeau de Couperin, Menuet Antique, etc.	Samson François	2 CD - manque le livret dans le coffret
rav	5	classique	Ravel, Maurice	L'Enfant et les Sortilèges	London Symphony Orchestra, André Prévin	
rav	9	classique	Ravel - Kodaly	Sonate pour violon et violoncelle (Ravel) - Duo op. 7 pour violon et violoncelle (Kodaly)	Jean-Jacques Kantorow, Mari Fujiwara	
rav	1	classique	Ravel, Maurice	"Piano works vol.1": Miroirs, Jeux d'eau, Pavane pour une Infante défunte, Gaspard de la Nuit	Vlado Perlemuter	
rav	3	classique	Ravel, Maurice	Concerto pour piano en sol majeur, Concerto pour la main gauche ; Gaspard de la Nuit	Samson François, Orchestre de la Société des Concerts du Conservatoire, André Cluytens	
rav	12	classique	Ravel, Maurice	L'Heure Espagnole	Orchestre National de la RTF, Lorin Maazel	1CD + un livret
rav	10	classique	Ravel, Maurice	Musique de chambre: Tzigane, Sonate pour violon et piano, Trio avec piano, Ma Mère l'Oye (4 mains), 3 Poèmes de Stéphane Mallarmé, Quatuor à cordes en fa majeur, Introduction et Allegro pour harpe, Sonate pour violon et violoncelle, etc.	divers: S. François, G. Pludermacher, C. Ferras, P. Barbizet, P. Tortelier, etc.	2 CD
rch	3	classique	Reich, Steve	Music for 18 Musicians	18 musiciens...	
rch	4	classique	Reich, Steve	The Desert Music	S. Reich ; the Brooklyn Philharmonic, Michael Tilson Thomas	
rebe	1	classique	Rebel - André Cardinal Destouches	Les Elémens - Les Eléments	Christopher Hogwood (clavecin)	
rav	6	classique	Ravel, Maurice	Boléro, Rhapsodie Espagnole, Pavane pour une Infante défunte, La Valse, Ma Mère l'Oye	Boston Symphony Orchestra, C. Munch	
rav	4	classique	Ravel, Maurice	Boléro, La Valse, Concerto pour la main gauche, Concerto pour piano en sol majeur	Orchestre National de Lille, Jean-Claude Casadesus - G. Pludermacher	
reg	1	classique	Reger - Hindemith	Variations et Fugue sur un thème de Mozart (Reger) - Métamorphoses Symphoniques sur un thème de Weber (Hindemith)	Orchestre Symphonique de la Radio Bavaroise, Sir Colin Davis	
reg	2	classique	Reger, Max	Orchesterlieder	D. Fischer-Dieskau - Gerd Albercht	
reg	3	classique	Reger, Max	oeuvres pour orchestre: Lustspiel-Ouverture op.120, Serenade op.95, Romantische Suite op.125, An die Hoffnung op.124, Varaitions et Fugue op.86 et op.132	Nordwestdeutsche Philharmonie, Margarete Bence - Hermann Scherchen	2 CD
rac	1	classique	Rachmaninov, Serge	Concertos pour piano n°3 et 4	Zoltan Kocsis - San Francisco Symphony, Edo De Waart	Rayé
rac	2	classique	Rachmaninov, Serge	Concerto pour piano n° 2 - Rhapsodie sur un thème de Paganini	Artur Rubinstein, Fritz Reiner - Chicago Symphony Orchestra	
rac	3	classique	Rachmaninov, Serge	Les Vêpres	Choeur de Chambre du ministère de la culture d'URSS, Valeri Polianski	
rac	4	classique	Rachmaninov, Serge	24 Préludes, Sonate pour piano n°2	Vladimir Ashkenazy	2 CD - manque le livret dans le coffret
rac	5	classique	Rachmaninov, Serge	L'Ile des Morts, Danses Symphoniques	Concertgebouw d'Amsterdam, V. Ashkenazy	
rac	6	classique	Rachmaninov, Serge	Concertos pour piano n°1 et 2	Zlotan Kocsis, San Francisco Symphony - Edo de Waart	
rac	7	classique	Rachmaninov, Serge	Trios avec piano "Elegiaques" n°1 et 2	Beaux Arts Trio	
rac	8	classique	Rachmaninov, Serge	diverses oeuvres pour piano de Rachmaninov et autres	Rachmaninov	
rac	9	classique	Rachmaninov - Myaskovsky	Sonate pour violoncelle et piano op.19 (Rachmaninov) - Sonate n°2 pour violoncelle et piano op.81 (Myaskovsky)	Yuli Turovsky (violoncelle), Luba Edlina (piano)	
rac	10	classique	Rachmaninov, Serge	les trois symphonies - Vocalise op.34 n°14	Philadelphia Orchestra, E. Ormandy	2 CD
rac	11	classique	Rachmaninov, Serge	diverses oeuvres pour piano	Rachmaninov	enregistré sur piano mécanique...
rac	12	classique	Rachmaninov, Serge	oeuvres pour deux pianos: Suites op.5 et op.17, Danses Symphoniques 	Martha Argerich, Alexandre Rabinovitch	
rac	13	classique	Rachmaninov, Serge	Les Cloches op.35 - Trois Chants Russes op.41	Concertgebouw Orchestra, V. Ashkenazy	
rac	14	classique	Rachmaninov, Serge	Symphonie n°2 - Scherzo en ré mineur - Vocalise op.34 n°14	Orchestre Philharmonique de St Petersbourg, Mariss Jansons	
rac	15	classique	Rachmaninov, Serge	Les Cloches - Le Printemps op.20 - 3 Chants Russes op.41	Choral Arts Society of Philadelphia - The Philadelphia Orchestra, Charles Dutoit	
rac	16	classique	Rachmaninov, Serge	Symphonie n°3, Danses Symphoniques op.45	Orchestre Philharmonique de St Petersbourg, Mariss Jansons	
rac	17	classique	Rachmaninov, Serge	les quatre concertos pour piano et orchestre	Vladimir Ashkenazy (piano) - Concertgebouw Orchestra, Bernard Haitink	2 CD
rac	18	classique	Rachmaninov, Serge	Rhapsodie sur unt hème de Paganini, Variations Corelli, Sonate pour piano n°2, Etudes Tableaux ; quelques Préludes	Jean-Philippe Collard (piano) - Orchestre du Capitole de Toulouse, Michel Plasson	2 CD
rac	19	classique	Rachmaninov, Serge	Concertos pour piano n°2 et n°3	Rachmaninov (au piano) - Stokowski et Ormandy (à la baguette), The Philadelphia Orchestra	
rac	20	classique	Rachmaninov, Serge	piano 4 mains et deux pianos: Rhapsodie sur un thème russe, Suite n°2 op.17, Polka italienne, Romance en sol, Pièces à 4 mains op.11	Brigitte Engerer, Oleg Mainsenberg	
rac	21	classique	Rachmaninov, Serge	les deux sonates pour piano op.28 et op.36	Yakov Kasman	
bak	1	jazz	Baker, Chet	You can't go home again		
bak	6	jazz	Baker, Chet	Chet Baker introduces Johnny Pace	Chet Baker Quintet, Johnny Pace	
bak	4	jazz	Baker, Chet	No problem	Chet Baker Quartet 	
bak	8	jazz	Baker, Chet	Live in Chateauvallon, 1978		
barr	1	jazz	Barron, Kenny	Scratch		
bas	1	jazz	Basie, Count	High Voltage (Count Basie Vol 2)	The Count Basie Orchestra	
bas	2	jazz	Basie, Count	Kansas City 7		
